circuit_id,circuit_type,scheme,poly_modulus_degree,coeff_mod_bits,scale_bits,base,multiplicative_depth,operations_count,rotation_count,vector_size,cpu_cores,cpu_freq_ghz,memory_gb,memory_bandwidth_gb_s,cache_mb,has_gpu,sum_coeff_bits,num_primes,runtime_s,memory_mb,final_noise_budget,success,security_bits
c1,dot,CKKS,16384,"[20, 40, 40, 40, 40, 30]",20,3,4,250,8,4096,8,3.2,16,25.0,16,0,210,6,0.03999948501586914,6.0,61.141811318043914,1,192
c1,dot,CKKS,16384,"[20, 40, 40, 40, 40, 30]",20,3,4,250,8,4096,8,3.2,16,25.0,16,0,210,6,0.03999972343444824,6.0,60.76068067983452,1,192
c1,dot,CKKS,16384,"[20, 40, 40, 40, 40, 30]",20,5,4,250,8,4096,8,3.2,16,25.0,16,0,210,6,0.039999961853027344,6.0,61.01624651862424,1,192
c1,dot,CKKS,16384,"[20, 40, 40, 40, 40, 30]",20,5,4,250,8,4096,8,3.2,16,25.0,16,0,210,6,0.04024696350097656,6.0,62.01049637074351,1,192
c1,dot,CKKS,16384,"[20, 40, 40, 40, 40, 30]",20,5,4,250,8,4096,8,3.2,16,25.0,16,0,210,6,0.0409998893737793,6.0,60.48305414254744,1,192
c1,dot,CKKS,16384,"[20, 40, 40, 40, 40, 30]",30,2,4,250,8,4096,8,3.2,16,25.0,16,0,210,6,0.04200267791748047,6.0,61.43066356704396,1,192
c1,dot,CKKS,16384,"[20, 40, 40, 40, 40, 30]",30,2,4,250,8,4096,8,3.2,16,25.0,16,0,210,6,0.03999447822570801,6.0,60.59742365659745,1,192
c1,dot,CKKS,16384,"[20, 40, 40, 40, 40, 30]",30,2,4,250,8,4096,8,3.2,16,25.0,16,0,210,6,0.04071164131164551,6.0,60.91600975626699,1,192
c1,dot,CKKS,16384,"[20, 40, 40, 40, 40, 30]",30,3,4,250,8,4096,8,3.2,16,25.0,16,0,210,6,0.040181875228881836,6.0,60.61159969366045,1,192
c1,dot,CKKS,16384,"[20, 40, 40, 40, 40, 30]",30,3,4,250,8,4096,8,3.2,16,25.0,16,0,210,6,0.04032444953918457,6.0,60.95445660885151,1,192
c1,dot,CKKS,16384,"[20, 40, 40, 40, 40, 30]",30,3,4,250,8,4096,8,3.2,16,25.0,16,0,210,6,0.04044032096862793,6.0,60.927217535563514,1,192
c1,dot,CKKS,16384,"[20, 40, 40, 40, 40, 30]",30,5,4,250,8,4096,8,3.2,16,25.0,16,0,210,6,0.040220022201538086,6.0,61.79473657713088,1,192
c1,dot,CKKS,16384,"[20, 40, 40, 40, 40, 30]",30,5,4,250,8,4096,8,3.2,16,25.0,16,0,210,6,0.039582252502441406,6.0,60.19632310263347,1,192
c1,dot,CKKS,16384,"[20, 40, 40, 40, 40, 30]",30,5,4,250,8,4096,8,3.2,16,25.0,16,0,210,6,0.04011964797973633,6.0,60.448033818764685,1,192
c1,dot,CKKS,16384,"[20, 40, 40, 40, 40, 30]",40,2,4,250,8,4096,8,3.2,16,25.0,16,0,210,6,0.04199934005737305,6.0,61.877022031604476,1,192
c1,dot,CKKS,16384,"[20, 40, 40, 40, 40, 30]",40,2,4,250,8,4096,8,3.2,16,25.0,16,0,210,6,0.0410003662109375,6.0,61.25081374928791,1,192
c1,dot,CKKS,16384,"[20, 40, 40, 40, 40, 30]",40,2,4,250,8,4096,8,3.2,16,25.0,16,0,210,6,0.03999948501586914,6.0,61.630947383848365,1,192
c1,dot,CKKS,16384,"[20, 40, 40, 40, 40, 30]",40,3,4,250,8,4096,8,3.2,16,25.0,16,0,210,6,0.040000200271606445,6.0,61.998608852462624,1,192
c1,dot,CKKS,16384,"[20, 40, 40, 40, 40, 30]",40,3,4,250,8,4096,8,3.2,16,25.0,16,0,210,6,0.0409998893737793,6.0,60.45167508505581,1,192
c1,dot,CKKS,16384,"[20, 40, 40, 40, 40, 30]",40,3,4,250,8,4096,8,3.2,16,25.0,16,0,210,6,0.039999961853027344,6.0,60.27867072407116,1,192
c1,dot,CKKS,16384,"[20, 40, 40, 40, 40, 30]",40,5,4,250,8,4096,8,3.2,16,25.0,16,0,210,6,0.040999650955200195,6.0,60.35572259676292,1,192
c1,dot,CKKS,16384,"[20, 40, 40, 40, 40, 30]",40,5,4,250,8,4096,8,3.2,16,25.0,16,0,210,6,0.040442705154418945,6.0,60.23640527928677,1,192
c1,dot,CKKS,16384,"[20, 40, 40, 40, 40, 30]",40,5,4,250,8,4096,8,3.2,16,25.0,16,0,210,6,0.039992332458496094,6.0,60.62280575618107,1,192
c1,dot,CKKS,16384,"[50, 40, 30, 60, 50, 20]",20,2,4,250,8,4096,8,3.2,16,25.0,16,0,250,6,0.041481971740722656,6.0,61.929415132344566,1,192
c1,dot,CKKS,16384,"[50, 40, 30, 60, 50, 20]",20,2,4,250,8,4096,8,3.2,16,25.0,16,0,250,6,0.041489601135253906,6.0,61.51753635967354,1,192
c1,dot,CKKS,16384,"[50, 40, 30, 60, 50, 20]",20,2,4,250,8,4096,8,3.2,16,25.0,16,0,250,6,0.04015660285949707,6.0,61.309566958962144,1,192
c1,dot,CKKS,16384,"[50, 40, 30, 60, 50, 20]",20,3,4,250,8,4096,8,3.2,16,25.0,16,0,250,6,0.04053330421447754,6.0,61.58591341972946,1,192
c1,dot,CKKS,16384,"[50, 40, 30, 60, 50, 20]",20,3,4,250,8,4096,8,3.2,16,25.0,16,0,250,6,0.040880680084228516,6.0,61.67863540629615,1,192
c1,dot,CKKS,16384,"[50, 40, 30, 60, 50, 20]",20,3,4,250,8,4096,8,3.2,16,25.0,16,0,250,6,0.04109621047973633,6.0,62.07887630109736,1,192
c1,dot,CKKS,16384,"[50, 40, 30, 60, 50, 20]",20,5,4,250,8,4096,8,3.2,16,25.0,16,0,250,6,0.041420698165893555,6.0,61.63709180996308,1,192
c1,dot,CKKS,16384,"[50, 40, 30, 60, 50, 20]",20,5,4,250,8,4096,8,3.2,16,25.0,16,0,250,6,0.040895938873291016,6.0,62.42943512043509,1,192
c1,dot,CKKS,16384,"[50, 40, 30, 60, 50, 20]",20,5,4,250,8,4096,8,3.2,16,25.0,16,0,250,6,0.04077553749084473,6.0,61.493472765497984,1,192
c1,dot,CKKS,16384,"[50, 40, 30, 60, 50, 20]",30,2,4,250,8,4096,8,3.2,16,25.0,16,0,250,6,0.0429995059967041,6.0,62.074771580148564,1,192
c1,dot,CKKS,16384,"[50, 40, 30, 60, 50, 20]",30,2,4,250,8,4096,8,3.2,16,25.0,16,0,250,6,0.04099440574645996,6.0,61.16051991138012,1,192
c1,dot,CKKS,16384,"[50, 40, 30, 60, 50, 20]",30,2,4,250,8,4096,8,3.2,16,25.0,16,0,250,6,0.03999948501586914,6.0,61.83071336426743,1,192
c1,dot,CKKS,16384,"[50, 40, 30, 60, 50, 20]",30,3,4,250,8,4096,8,3.2,16,25.0,16,0,250,6,0.0409998893737793,6.0,61.479884132038435,1,192
c1,dot,CKKS,16384,"[50, 40, 30, 60, 50, 20]",30,3,4,250,8,4096,8,3.2,16,25.0,16,0,250,6,0.0410003662109375,6.0,61.61790828825272,1,192
c1,dot,CKKS,16384,"[50, 40, 30, 60, 50, 20]",30,3,4,250,8,4096,8,3.2,16,25.0,16,0,250,6,0.0410001277923584,6.0,61.82915105111073,1,192
c1,dot,CKKS,16384,"[50, 40, 30, 60, 50, 20]",30,5,4,250,8,4096,8,3.2,16,25.0,16,0,250,6,0.039992332458496094,6.0,61.150412727919004,1,192
c1,dot,CKKS,16384,"[50, 40, 30, 60, 50, 20]",30,5,4,250,8,4096,8,3.2,16,25.0,16,0,250,6,0.0409998893737793,6.0,61.98162927718132,1,192
c1,dot,CKKS,16384,"[50, 40, 30, 60, 50, 20]",30,5,4,250,8,4096,8,3.2,16,25.0,16,0,250,6,0.0410003662109375,6.0,62.90773498548985,1,192
